thong tri	"to dominate, to rule"
thong tuc	colloquial
thop	to nab; to snatch; to pinch
thot	to slip neatly
thot	"to utter, to say"
thot not	palmyra
thu	autumn;(My) fall
thu	"pleasure, interest animal, beast, mammal"
thu	letter
thu	"to test; to try (attempt) (on,.)"
thu	"order, rank kind, sort, thing"
thu bac	"rank, order"
thu but	autograph
thu cong	handicraft
thu dich	hostile
thu do	"capital, metropolitan"
thu don	"to clear away, to tidy up"
thu dong	passive
thu gom	"to collect, to sum up"
thu hoach	to harvest
thu hoi	"to withdraw, to retrieve"
thu hut	"to attract, to draw"
thu ky	secretary; clerk
thu lai	(cu) clerk
thu lao	"reward, pay, compensation"
thu linh	leader
thu luom	to collect
thu nhan	"to confess, to admit, to realize"
thu nhap	income
thu oan	"to hate, to play epique on (upon)"
thu pham	culprit
thu phan	to pollinate
thu phong	library
thu quan	captain
thu quy	cashier
thu sinh	student
thu tha	leisurely; free; in sparetime
thu thach	trial; challenge
thu thai	"to conceive, to be impregnated"
thu thai	at ease; relaxed
thu thanh	to record
thu thu	librarian; archivist
thu thuat	operation
thu tieu	"to abolish, to annul"
thu tin	(xem) thu tu
thu tinh	"to inseminate, to fecundate"
thu truong	chief officer
thu truong	vice minister
thu tu	"letters, correspondence"
thu tu	"order, position"
thu tuc	"formality, procedure"
thu tuong	Prime Minister
thu vi	"pleasant, enjoyable"
thu vien	library
thu vui	pleasure
thu xep	"to arrange, to settle"
thu yeu	secondary
thua	"to lose, to be defeated"
thua	"thin, sparse occasional"
thua	"superfluous, in excess; excessive quite well"
thua hanh	"to execute, to carry out"
thua huong	(xem) thua ke
thua ke	"to inherit, to take over"
thua kien	to bring to legal proceedings
thua nhan	"to recognize, to admit"
thua so	factor
thua thai	"superabundant, overflowing"
thua thiet	to suffer loss
thua thot	sparse; scattered
thuan	"tamed, meek familiar pure; uniform"
thuan	favourable apt with agreeable
thuan hoa	to domesticate
thuan khiet	pure
thuan ly	purely rational
thuan nhat	"homogeneous, uniform"
thuan phat	simple-minded
thuan phong my tuc	fine (good) custom
thuan thuc	well-trained
thuan tien	convenient; favourable
thuan tuy	pure
thuat	art
thuat ngu	"terminology, term"
thuc	to wake (up); to sit (stay up)
thuc	"true, real"
thuc bach	"pressing, urgent"
thuc chat	"essence, substance"
thuc dan	colonist
thuc day	to wake up
thuc don	menu
thuc duc	to urge
thuc dung	practical; pragmatic
thuc ep	"to force, to goad"
thuc hanh	to practise
thuc hien	"to realize, to carry out"
thuc nghiem	"danh tu, dong tu experiment"
thuc quyen	real power (authority)
thuc ra	"in fact, actually"
thuc su	really indeed; actual
thuc tai	reality
thuc tap	to practise
thuc te	"reality, practice, real life"
thuc the	entity
thuc thu	"lost, to fall (into); to surrender"
thuc tinh	to awaken
thuc trang	actual situation (state)
thuc tu	national word
thuc vat hoc	botany
thue	to hire to rent
thue	tax
thue than	poll tax
thui	"to hit, to plunge"
thui thui	"lonely, solitary"
thum	stinking
thun	elastic
thung	"cask, barred, bucket"
thung	"having holes, a hole; holed; pierced"
thung	basket
thung	rope
thung lung	valley
thung mung	baskets
thung thu	letter box
thuo	"time, age, period"
thuoc	"medicine, medicament, drug powder"
thuoc	"to tan, to cure to know by heart; to belong to, to be of"
thuoc	metre
thuoc bac	chinese herbs
thuoc bo	tonic
thuoc cao	cataplasm
thuoc dan	paultice
thuoc day	tape measure
thuoc dia	colony
thuoc doc	"poison, toxic substance"
thuoc duoc	dahlia
thuoc ke	ruler
thuoc la	tobacco; cigarette
thuoc lao	rustic tobacco
thuoc me	"narcotic, anaesthetic"
thuoc muoi	bicarbonate of soda
thuoc nam	vietnamese herbs
thuoc ngu	soporific
thuoc nhuom	dye
thuoc phien	opium; drug
thuoc tay	"cleanser, detergent"
thuoc tinh	attribute
thuong	spade
thuong	long-handled spear
thuong	"frequent, usual ordinary,common average"
thuong	to reward ; to award to enjoy; to gaze at
thuong cam	to feel sorry for
thuong cap	higher rank
thuong dang	top class (rank)
thuong de	"The God, the Creator"
thuong dinh	"summit, top"
thuong gia	trader merchant
thuong hai	to feel pity for
thuong hang	"danh tu, tinh tu first class; first rate"
thuong khach	guest of honour
thuong khi	"often, frequently"
thuong luong	to negotiate
thuong mai	"commerce, trade"
thuong ngay	every day
thuong nghi vien	(Anh) House of Lords; (My) Senate
thuong nhat	daily
thuong nho	"to long for, to miss"
thuong nien	"yearly, annual"
thuong pham	high grade
thuong sach	"the best, the best policy"
thuong si	sergeant major
thuong so	quotient
thuong tam	pitiful
thuong tang	higher layer
thuong tang kien truc	superstructure
thuong thuc	to enjoy
thuong thuong	"usually, often"
thuong tich	"wound, injury"
thuong toa	superior monk
thuong ton	"to damage, to hurt"
thuong truc	on duty
thuong tuong	lieutenant general; three-star general
thuong uyen	royal garden
thuong vo	martial
thuong vu	"commercial affair, trade affair"
thuong xuyen	"regular, constant; frequent"
thut	"to pull back, to recede to pump out; to shoot"
thut lui	to go backward ; to recoil to regress
thut thit	sniffingly
thuy chung	"constant, loyal"
thuy dien	hydroelectricity
thuy dong luc hoc	hydrodynamics
thuy mi	"gentle, sweet"
thuy ngan	mercury
thuy su do doc	Admiral
thuy thu	"sailor, seaman"
thuy tinh	glass
thuy to	creator; promulgator; premitive ancestor
thuy trieu	tide
thuyen	boat schooner
thuyen chai	fishing boat
thuyen chuyen	to transfer
thuyen thung	"guffa, Kura, Koofa"
thuyen truong	captain
thuyet	theory to lecture; to give a mock
thuyet giao	to preach
thuyet phuc	to convince; to persuade
thuyet trinh	to give a talk (on.); to lecture
ti	"flaw, defect"
ti chut	very little bit
ti hi	"very small, slit (mat)"
ti hon	tiny
ti man	niggling
ti mi	"minute, miticulous, detailed"
ti nan	to flee from danger; to refuge
ti nua	in a short while
ti tach	dripping
ti te	whisperingly
ti teo	very little
ti ti	very tiny
ti ti	very little
ti tien	"mean, lease"
ti toe	to show off excessively
ti vet	"defect, flaw"
ti xiu	Very little
tia	ray; radiant jet
tia	"to trim, to prune"
tia	"(dia phuong) dad, father"
tia to	perilla
tich	"to store up, to accumulate"
tich cuc	"active, zealous positive, constructive"
tich lieu	"solitary, quiet"
tich phan	integral
tich thu	to confiscate
tich tru	"to hoard, to store up"
tiec	"to regret, to be sorry to grudge"
tiec	"banquet, party, feast"
tiec re	to regret
tiec ruou	coktail party
tiec tra	tea party
tiem	to inject to probe
tiem	to usurp
tiem	shop
tiem an	restaurant
tiem luc	potential
tiem tang	"potential, latent"
tiem thuc	subconscience
tien	fairy
tien	money
tien	to see off
tien	"to advance, to march forward"
tien	"convenient, proper"
tien bac	money
tien biet	to see out (off)
tien bo	"to progress, to make progress"
tien canh	fairyland
tien coc	deposit
tien cua	wealth
tien de	axiom
tien de	"premise, premiss"
tien dinh	"preordained, predestined"
tien do	future
tien do	rate of progress
tien doan	"to predict, to foretell"
tien hanh	to carry out
tien le	change
tien mat	cash
tien nga	fairy
tien nghi	"comforts, conveniences"
tien nhan	predecessor
tien nu	fairy nymph
tien phong	vanguard
tien phong	"avant guard, pioneer"
tien quyet	prerequisite
tien si	doctor
tien su	prehistory
tien tay	"at hand, handy"
tien te	currency
tien thoai	advance and retreat
tien tien	"advanced, developed"
tien tieu	"outward, front"
tien toi	"to progress, to come to"
tien tram	advance party
tien tri	to foretell
tien trinh	process
tien tuyen	front line
tieng	"sound, voice language name, reputation hour"
tieng dong	noise
tieng long	slang
tieng noi	"language, tongue, voice"
tieng tam	"reputation, fame, renounce"
tieng vang	"repercussion, resound"
tiep	"to procede to receive to transfuse to help, to lend a hand"
tiep can	"to approach, to reach"
tiep chuyen	to keep company with
tiep dai	"to treat, to entertain, to receive"
tiep don	(xem) tiep
tiep giap	"to adjoin, to be contiguous"
tiep kien	"to receive, to accept"
tiep nhan	"to receive, toaccept"
tiep noi	"to proced, to follow closely"
tiep quan	to take over
tiep tan	"to entertain, to receive"
tiep theo	"continuouss, following"
tiep thu	"to accept, to receive"
tiep tuc	to continous
tiep vien	"to supply, to support reinforce"
tiet	"section period time, season"
tiet dien	section
tiet kiem	"to economize, to practise thrift"
tiet lo	"to reveal, to let out"
tiet muc	item
tiet trung	to sterilize
tieu	pepper flute
tieu ban	sub committee
tieu bang	state
tieu bieu	"to symbolize, to represent"
tieu chuan	"standard, criterion, ration, portion"
tieu cuc	"negative, passive"
tieu de	heading
tieu diem	focus
tieu diet	"to wipe out, to annihilate"
tieu dieu	desolate
tieu doan	battalion
tieu doc	antidotal
tieu doi	squad
tieu dung	to consume
tieu hao	"to wear out, to thin out, to consume"
tieu hoa	to digest
tieu hoc	primary education
tieu lam	"funny, humorous"
tieu luan	essay
tieu nhan	mean person
tieu quy mo	small scale
tieu su	"biography, history"
tieu tan	"dashed, destroyed"
tieu thu	to consume to sell
tieu thua	"Southern Buddhism, theravada"
tieu thuyet	"novel, fiction"
tieu tien	to urinate
tieu tru	"to wipe out, to suppress"
tieu tu san	petty bourgeoisie
tieu tuy	"emaciated, shabby"
tieu vong	to disappear
tieu xai	to spend
tieu xao	trifling skill
tim	heart wick
tim	"to find, to look for, to seek"
tim	violet
tim hieu	"to survery, to search, to court"
tin	"news, information"
tin cay	"to rely on, to trust"
tin don	rumour
tin dung	credit
tin hieu	"signal, sign"
tin nhiem	to trust
tin phieu	"bond, securities"
tin vit	"hoax, cannard"
tinh	"love, affection situation, plight"
tinh	"province, town"
tinh	"temper, dioposition trait, quality property habit"
tinh bot	starch
tinh ca	love-song
tinh cach	"character, trait"
tinh cam	"sentiment, affection"
tinh cau	star
tinh chat	essence
tinh chat	"nature, property"
tinh che	to refine
tinh co	tinh hinh	situation	
tinh dau	essential oil
tinh day	to wake up
tinh dich	sperm
tinh duong	to recuperate
tinh gian	to streamline
tinh hoa	"quintescence, genius, cream, flower"
tinh hoan	testicle
tinh hoc	statics
tinh khi	temper
tinh khiet	"pure, clean"
tinh ly	township
tinh net	nature
tinh nguyen	to volunteer
tinh nhan	lover
tinh nhue	well trained
tinh tai	stationary
tinh tao	"alert, active, in full possession, vigilant"
tinh te	"fine, precise"
tinh than	"mind, mental sence,spirit, nerve"
tinh that	"in truth, as a matter of fact sincere feeling"
tinh the	situation
tinh tiet	"detail, particular episode"
tinh toa	to meditate
tinh toan	"to calculate, to count; to weigh the pros and cons"
tinh trang	"state, situation, condition"
tinh tu	stars
tinh tu	adjective
tinh vi	"sophisticated, fine, well refined"
tinh y	intention
tinh yeu	love; passion
tit	"title, heading"
tit	dud
tit mu	"very far away, far remote"
to	big
to	"shining, bright"
to	bowl
to	"nest group, team"
to	"silk, silk cord"
to	"sheet, piece of, sheet of"
to	servant
to beo	"corpulent, portly"
to cao	"to accuse, to denounce, to expose"
to chuc	"to establish, to set up to organize"
to diem	"to embellish, to adorn, to make up"
to giac	"to inform against, to expose to"
to hong	dodder marriage tie
to hop	"combination, cooperation"
to kho	to air one's grievances
to lon	big and tall
to mo	"curious, inquisitive"
to patch	having patches; patchy
to quoc	fatherland
to ra	"to prove, to seem, to show"
to tat	"great, considerable"
to tien	"ancestor, forefather"
to tung	to litigate
to tuong	"huge, enormous"
to tuong	"to understand thoroughly, to seize through"
to tuong	to long to day-dream
to ve	"to show, to prove to be, to appear"
to ve	to embroider
to vo	"mason bee, wall bee arch"
toa	"to spread to emit, to send out"
toa an	"tribunal, court"
toa dam	to hold informal talk
toa do	to ordinate
toa huong	to enjoy
toa lac	"be located, to be situated"
toa nha	building
toa soan	newspaper house
toa thien	to sit in meditation
toac	satisfied
toan	to intend
toan	"all, as a whole"
toan	"gang, group"
toan bo	"whole, all"
toan dien	"all-sided, wholly"
toan hoc	mathematic
toan luc	all one's heart
toan phan	complete
toan quoc	the whole country
toan quyen	"full power, governor general"
toan the	"all of, the whole"
toan tinh	to intend
toang hoac	wide open
toc	hair
toc	to turn up (over); to blow up
toc	ethos
toc do	speed
toc hanh	express
toc ky	shorthand
toc mai	sidewhiskers; (My) sideburns
toc to	conjugal love
toe	to splash
toet	to gape
toi	"to die, to waste"
toi	garlic
toi	subject servant self
toi	"poor, bad, mediocre"
toi	"night, evening"
toi	"offence, crime, guilt"
toi	"to come, to arrive, to reach"
toi ac	crime
toi boi	"to pieces; up, down"
toi cao	supreme
toi da	maximum
toi hau thu	ultimatum
toi lui	to frequent
toi mang	to lose one's life die
toi mit	completely dark
toi nghia	obscure
toi pham	criminal
toi tan	ultramodern
toi tay	leek
toi te	"mean, bad"
toi thieu	"danh tu, tinh tu minimum"
toi to	"subordinate, subject"
toi va	"offence, fault"
tom	ploppingly
tom	"to nab, to catch"
tom	shrimp
tom gop	"to collect, to take (from.)"
tom he	prawn
tom hum	lobster
tom lai	"in brief, in short"
tom tat	to summarize
ton	tole
ton	to pay for
ton	"bold, mighty"
ton chi	"guideline, principle"
ton giao	Religion
ton hai	"to damage, to hurt"
ton kem	costly
ton kho	in stock
ton nghiem	solemn
ton sung	to venerate
ton tai	"to exist, to remain"
ton ten	"to dangle, to hang loosely"
ton that	loss
Ton That Thuyet	"Ton That Thuyet (1835-1913) - patriotic general of Nha Nguyen (Nguyen Dynasty) and deputy minister of national defence - was at the head of the pro-war camp. After the unsuccessful attack on the French barracks in the night of July 4th 1885, Ton That Thuyet escorted King Ham Nghi to Ha Tinh where the latter would promulgate Can Vuong+Decree. After having come to China and tried in vain to seek reinforcements, Ton That Thuyet lived in exile there until his death"
ton thuong	"to hurt, to injure"
ton ti	hierarchy
ton trong	to respect
tong	to cram
tong bi thu	secretary general
tong biet	to see off
tong co	"to drive out, to expel"
tong cong	total
tong dai	switchboard
tong giam	"to put into prison, go to jail"
tong hanh dinh	headquarters
tong hoi	federation
tong hop	to collect and classify to synthetize
tong ket	to sum up
tong nguc	to engaol
tong pham	accomplice
tong quan	"to enlist, to join up"
tong quat	"general, comprehensive"
tong so	total
tong tham muu	general staft
tong tich	origin
tong tuyen cu	general election
top	small group
top	"to gulp, to sip"
top tep	munchingly
tot	swiftly
tot	pawn
tot bung	kind-hearted
tot dinh	"top, peak"
tot do	extremity
tot lanh	"auspicious, propitious"
tot ma	good - looking
tot nghiep	"to graduate, graduate"
tot so	"fortunate, lucky"
tot tieng	"well - reputed, popular"
tra	"to fit in to add, to apply to look up, to consult"
tra	"tea, tea-plant"
tra	"to return, to give back to pay"
tra cuu	"to look up, to look through"
tra dua	to retaliate
tra hang	to sham surrender
tra khao	to torture
tra loi	"to answer, to reply"
tra thu	to revenge
trac	"about, around"
trac	"rosewood, kingwood"
trac	to sprain
trac ba diep	thuja
trac dia hoc	geodesy
trac nghiem	to test
trac tang	trac tuyet	"pre-eminent, outstanding"	
trach	"to reproach for, to blame"
trach mang	"to scold, to reprimand"
trach nhiem	responsibility
trai	"oyster young man, boy"
trai	"to spread, to lay; to stretch out"
trai	left wrong contrary
trai	"barrack, camp farm"
trai khoay	"inconventional, irregular, unacceptable"
trai mua	"out of season, out of fashion"
trai nghia	antonymous
trai phep	illegal
trai qua	to spend; to experience
trai tre	boyhood
trai xoan	oval
tram	cajuput
tram	to behead
tram	"to cault, to stop, to close; to fill (tooth)"
tram	"station, stop space station"
tram	tran	python	
tram	brooch hairpin
tram	"deep, bass, low"
tram huong	aloe wood
tram mac	taciturn
tram trong	serious
tran	"to overflow, to flood"
tran	forehead
tran	brazen-faced
tran	ceiling
tran	"battle, fight"
tran an	"to assure, to calm down"
tran ap	"to suppress, to put down"
tran chau	pearl
tran dia	battlefield
tran gian	"the world, earth"
tran giu	"to keep, to defend"
Tran Thu Do	"Tran Thu Do (1194-1264) was an eminent politician. With Hung Ha (Thai Binh) as native village, Tran Thu Do was born in a dignitary's family. He commanded the corps in defence of Nha Hau Ly (Post-Ly Dynasty)'s royal capital, then made artful arrangements for the abdication of Ly Chieu Hoang in favour of Tran Canh, which would form the Nha Tran (Tran Dynasty). Becoming the royal chancellor, he was a good ruler and achieved many merits in the resistance war against the Mongol invaders in 1258. Tran Thu Do was famous for his saying: "" Whenever my head has not fallen on the ground, I beg Your Majesty not to worry"""
tran tinh	"to make clear, to account on"
tran tinh	to keep calm
tran tre	to overflow
tran tro	to toss about (in bed); to ponder
tran troc	"dong tu, tinh tu to toss about"
tran trong	"to consider, to respect"
tran trui	"bare, clear"
tran truong	"naked, nude"
tran tuyen	"front line, firing line"
trang	page
trang	"to rinse to spread to cover thinly, to coat"
trang	moon
trang	white clear
trang bach	all white
trang bi	to equip
trang da	white pale
trang diem	"to make up, to beautify"
trang duc	"opalescent, milky"
trang giang dai hai	"rambling, lengthy"
trang gio	flirtation
trang hoang	to decorate
trang le	magnificent
trang mieng	to have a dessert
trang nga	ivory-white
trang ngan	snow - white
trang nghiem	solemn
trang suc	"to wear, to adorn"
trang tay	"cleared out, without a penny, penniless"
trang thai	state
trang toat	white all over
trang trao	"bold, shameless"
trang tri	to decorate
trang tron	obviously
trang trong	solemn
tranh	"painting, picture thatch"
tranh	"to avoid, to shirk to give way to dodge"
tranh cai	"to argue, to dispute"
tranh cu	"to stand for, to run for"
tranh dua	to compete
tranh luan	to discuss
tranh thu	to make use of
tranh tieng	to save from whispers
trao	"to hand, to give"
trao	"to overflow, to brim over"
trao doi	to exchange
trao luu	"trend, line"
trao phung	satirical
trao tay	to hand
trao tro	"shifty, devious"
trap	casket
trap trung	rolling
trat	warrant
trat	"to sprain to run off to miss, to fail"
trat tu	order
trau	buffalo
trau	Betel
trau	rice husk
trau bo	cattle
trau chuot	"to polish, to smooth down"
trau doi	to improve
trau nuoc	hippopotamus
tray	"scraped, scratched"
tre	bamboo
tre	young
tre	to pout
tre	"late, tardy"
tre con	child
tre nai	"sluggish, tardy"
tre trung	youthful
tre tuoi	young
tren	"upper, above"
treo	"to hang, to suspend to suspend, to put aside"
treo	to climb
treo	"askew, twisted, wry"
treo giai	to offer a prize
treo ham	jaw ? breaking
treo ngoe	"opposite, reversed"
treo treo	screenchingly; continually
tret	"to caulk, to plaster, to daub"
tret	groundfloor
treu	to tease; to nettle
treu nguoi	to provoke
treu tuc	to irritate
tri	mind
tri	"to treat, to cure to suppress,to quell to chastise"
tri an	grateful
tri don	"dull-witted, doltish"
tri gia	"to value, to estimate to cost, to value"
tri giac	perception
tri hoan	to delay
tri khon	"intelligence, wisdom"
tri ky	"heart-to-heart, comfidences"
tri luc	mental power
tri nho	memory
tri oc	"brain, intellect"
tri su	to manage
tri thuc	knowledge
tri thuc	intelligensia
tri toi	to punish
tri tue	intelligence
tri vi	"to rule, to reign"
trich	"to extract, to take excerpts to deduct, to draw"
trich dan	to quote
trich thuong	"condescending, condescent"
trien	seal
trien lam	to exhibit
trien mien	interminable
trien vong	"prospect, promise"
triet de	thoroughly
triet gia	philosopher
triet ha	"to wipe down, to eradicate"
triet hoc	philosophy
triet tieu	annul
trieu	trieu phu	millionaire	
trieu dai	"dynasty, reign"
trieu dinh	court
trieu nghi	court ritual
trieu tap	"to call, to summon, to convoke"
trieu than	courtier
trinh	"to submit to show, to present to report"
trinh bach	"virginal, virtuous"
trinh bao	to report
trinh dien	to perform
trinh dien	to present oneself
trinh do	"standard, level"
trinh nu	virgin
trinh tiet	virginity
trinh trong	"formal, solemn"
trinh tu	order
triu men	"tender, tenderly"
tro	ash
tro	trick
tro	"to point, to indicate"
tro	"to burst, to open to show, to display"
tro	"shameless, brazen-faced inert"
tro	to turn; to change
tro cap	"to subsidize, to supply as relief"
tro choi	game
tro chuyen	"to chat, to talk, to have conversations"
tro dong tu	auxiliary verb
tro dua	"joke, jest"
tro giong	to change tune
tro got	"to turn back, to retrace"
tro he	farce
tro lai	"to return, to come back (again)"
tro ly	assistant
tro mat	to change about
tro nen	"to turn, to become"
tro ngai	"hindrance, obstacle, obstruction"
tro thu	"assistant, helper, supporter"
tro trao	"boldfaced, impudent"
tro treu	whimsical
tro troi	"lonely, solitary"
tro trui	nude; denuded
tro ve	"to come back, to be back"
tro vui	"entertainment, amusement"
tro xuong	downwards
troc	to scale off; to come off
troc	shaven leare
troi	"to rope, to tie, to bind"
troi	"to drift, to float along to pass, to elapse"
troi	"to emerge, to go (come) up"
troi	"to surpass, to dominate dominant"
troi	"sky good, goodness, heaven weather-it"
troi buoc	"to bind, to setter"
troi chay	fluent; smooth-going
troi day	to rise up; to flare up
troi giat	to drift
troi oi	"mischievous, rascal; untolerable blast! Oh, no!"
trom	"to steal, to burgle"
trom nghi	"to suppose, to assume"
trom trem	"approximately, about"
tron	"round, circular full, complete"
tron	"fully, completely; entirely; all"
tron	"to hide oneself, to run away to evade, to shirk"
tron	"to mix, to blend; to turn upside down"
tron	smooth slippery plain
tron	"momentum, impetus situation; tendency"
tron	to glower
tron tria	"plump, round"
tron tru	smooth
tron vo	perfectly round
trong	"clear, pure"
trong	"to think high of, to hold in esteem"
trong	"to look to face, to open to to mind, to look after"
trong	"to grow, to cultivate"
trong	"drum, tomtom"
trong am	stressed sound
trong canh	night watch
trong cay	"to depend, to rely on"
trong cho	to expect
trong coi	"to look after, to keep an eye on"
trong com	Cylindrical drum
trong dai	important
trong diem	main point
trong khi	"while, meanwhile"
trong khong	empty
trong luc	gravity
trong luong	weight
trong ngong	"to wait for, to look forward to"
trong sach	clean
trong sang	"pure, bright"
trong suot	transparent
trong tai	"umpire, referee; arbitrator"
trong tai	"load, capacity, tonnage"
trong thuong	to reward generously
trong trai	"exposed, spacious desolate, empty"
trong tranh	to rock
trong vong	within
trong yeu	essential
trot	pouting
trot	to scrape off; to slip
trot lot	smoothly
tru	"pillar, pier, post"
tru	"to eliminate, to liquidate to subtract, to give discount"
tru an	to take shalter
tru bi	to prepare
tru chan	"to take shalter, to retreat"
tru danh	"famed, renowned"
tru diet	"to exterminate, to extirpate"
tru khu	to extirpate
tru ngu	to reside
tru phi	tru	to store (up)	
tru tinh	"to plan, to intend"
tru tinh	"lyrical, lyric"
tru treo	"to hout, to scream"
tru tru	to hesitate
trua	"noon, midday"
truan chuyen	up-and-down
truat phe	"to depose, to dethrone"
truc	axle-axis
truc	to be on duty
truc dao	oleander
truc giac	intuition
truc giao	orthogonal
truc khuan	bacillus
truc quan	visual
truc thang	helicopter
truc tiep	direct
truc trac	hitch
truc trang	rectum
truc xuat	"to expel, to drive out"
trum	"chieftain, magnate"
trung	"mid, medium"
trung	"depressed, sunken, hollow"
trung	"to hit; to catch to win, to gain"
trung	"to glower, to glare at"
trung	egg ovum
trung bay	"to display, to show"
trung binh	"overage, mean"
trung ca	"acne, comedo"
trung cap	intermediate
trung cu	elected
trung doan	regiment
trung doi	platoon
trung du	midland
trung dung	to requisition
trung duong	ocean
trung gian	agent
trung hoa	to neutralize
trung hop	to coincide
trung khu	centre
trung lap	neutralist
trung lap	identical; coincisive
trung nien	middleaged
trung nuoc	budding
trung phat	to punish
trung si	sergeant
trung so	to win a lottery
trung ta	lieutenant-colonel
trung tam	centre
trung thanh	"loyal, faithful"
trung thu	mid-autumn
trung thu	to confiscate
trung thuc	earnest; faithful
trung tri	"to chastise, to punish"
trung tu	to restore
trung tu	to hit it
trung tuan	"mid-month, middle; fortnight"
trung tuyen	"selected, chosen"
trung uong	"danh tu, tinh tu central"
trung van	chinese
truoc	former; first
truoc day	"formerly, before"
truoc khi	before
truoc mat	in front of
truoc nhat	"firstly, above all"
truoc tien	truon	"to creep, to crawl"	
truong	moor
truong	"to swell, to be bloated to unfurl, to set up"
truong	school field; ground
truong	"head, leader"
truong ca	epic
truong dua	"race course, race track"
truong ga	station master
truong hoc	school
truong hop	"circumstance, case"
truong khoa	dean
truong ky	coach
truong phai	school
truong phong	chief; manager
truong thanh	to grow up
truong tho	long-lived
truot	"to slip, to skid to fail; to miss"
truot tuyet	to ski
trut	"to pour into (down) to set, to fall to shift on to"
truu tuong	abstract
truy duoi	"to chase, to pursue"
truy kich	to pursue
truy lac	"depraved, debauched"
truy na	to hunt for
truy nguyen	to trace back to
truy to	to sue
truyen	"to communicate, to transmit to hand down"
truyen	story
truyen ba	to propagate
truyen cam	"emotive, expressive"
truyen hinh	television
truyen ky	"life story, cover"
truyen thanh	radio
truyen thong	Tradition
truyen thu	"to impart, transmit"
truyen thuyet	legend
tu	to knock up to sit in meditation
tu	stagnant obtuse
tu	"four, fourth"
tu	word
tu ban	capital
tu bi	merciful
tu biet	"to part, to farewell to"
tu binh	prisoner of war (POW)
tu bo	"to give up, to abandon; to desert"
tu cach	"status, capacity behaviour, conduct"
tu cao	"self conceited, self-important"
tu cap	to supply oneself
tu chat	"nature, individual"
tu che	cupboard
tu chi	four limbs
tu choi	"to refuse, to decline"
tu chu	to self control
tu cung	uterus
tu dac	conceited
tu dien	capacitor
tu dien	dictionary
tu dien hoc	lexicography
tu do	"free, liberal"
tu dong	automatic
tu dong hoa	to automatic
tu duc	four virtues
tu duong	to sefl-improve
tu duy	"thought, thinking"
tu giac	quadrilateral
tu giac	voluntary self-conscious
tu ham	confined
tu hao	to pride of (on)
tu hoc	"to teach oneself,"
tu hop	"to gather, to assemble"
tu hu	koel
tu huu	privately-owned
tu huyt	whistle
tu khoai	four pleasures
tu kinh	wardrobe
tu lanh	"refrigerator, fridge"
tu lap	"self-made, independent"
tu lenh	commander
tu lieu	"material, documentation"
tu lo	dead route
tu loi	self-interest
tu luc	self-reliant
tu mi	mustache and hair
tu ngu	extinct language
tu nguyen	etymology
tu nguyen	spontaneous
tu nhien	nature
tu noi	connective
tu phap	justice
tu phap	morphology
tu phat	spontaneous
tu phia	"all sides, all around"
tu phong	to self-proclaim
tu quy	four seasons
tu quyet	to determine by oneself
tu sach	bookcase
tu san	capitalist
tu sat	"to commit suicide, to kill oneself"
tu si	martyr
tu sua	"to repair, to mend"
tu te	"kind, decent"
tu than	to self-improve
tu than	The Death
tu the	"posture, position"
tu thien	charitable
tu thong	magnetic flux
tu thu	feud
tu thu	to confess
tu thuc	private
tu tien	without permission
tu tin	self-confident
tu tinh	magnetism
tu ton	moderate
tu tran	dead in battle
tu tri	autonomous
tu trong	self-respectful
tu tu	"rehetorical, stylistic"
tu tuan	forty
tu tuc	"self-sufficient, self-supporting"
tu tung	cramped
tu tung	topsy-turvy
tu tuong	"thought, ideology"
tu va	horn
tu van	advisory
tu vi	horoscope
tu vien	"monastery, abbey"
tu vung	vocabulary
tu vung hoc	lexicology
tu xung	"to assume, to proclaim oneself"
tu y	self-willed
tua	"fringe, tassel feeler, antenne"
tua	"to flock out, to separate"
tua	"title, heading"
tua ho	tuc cuoi	ridiculous	
tuan bao	weekly magazine
tuan duong ham	cruiser
tuan hanh	"to parade, to march"
tuan kiet	talent
tuan le	week
tuan lenh	to comply with; to obey
tuan thu	"to keep to, to abide by"
tuan tra	to go on a patrol
tuan tu	handsome and intelligent
tuc	"practice, custom"
tuc cau	football
tuc gian	to be (get angry)
tuc ha	"(cu, co) thou"
tuc huyen	to remarry
tuc la	"that is, it means that"
tuc le	"rule, practice"
tuc ngu	proverb
tuc tan	"coarse, vulgar"
tuc thi	"immediately, at once"
tuc tiu	obscene
tuc toc	"instantly, right away"
tuc truc	"to keep watch to stand by, to sit by"
tui	pocket bag
tui tham	greediness
tui than	to feel self-pity
tum	with a plop
tum	with a plop
tum	snatch
tum	to gather
tum hup	"swollen, bloated"
tun hut	very (deep)
tun mun	"small petty, mean"
tung	"to toss, to throw to spread to rummage about"
tung	used to
tung bach	conifers
tung bung	jubilant
tung niem	"to chant prayers, to pray"
tung quan	"broken, needy"
tung the	"tung thieu in necessity, needy"
tung tich	"whereabouts, trace"
tung tiem	"economic, thrifty"
tung toe	"splashingly, all around"
tung trai	experienced
tuoc	title
tuoc doat	to dispossess of
tuoi	"age, year of age"
tuoi	"fresh raw cheerful, joyful, jocund"
tuoi	"water, to irrigate, to sprinkle"
tuoi cuoi	smiling
tuoi tan	cheerful
tuoi tho	"life, age"
tuoi tho	childhood
tuoi tre	youth
tuom tat	"smart, well-cared"
